oui_prefix,change_type,observed_at,previous_org,current_org,source_url,source_archive_url
001AA6,renamed,2023-07-11T15:51:12.000Z,Telefunken Radio Communication Systems GmbH &CO.KG,Elbit Systems Deutschland GmbH & Co. KG,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
001AEB,renamed,2023-07-11T15:51:12.000Z,Allied Telesis R&D Center K.K.,Allied Telesis K.K.,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
001B1F,renamed,2023-07-11T15:51:12.000Z,"DELTA - Danish Electronics, Light & Acoustics",FORCE Technology,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
001E43,renamed,2023-07-11T15:51:12.000Z,"AISIN AW CO.,LTD.",AISIN CORPORATION,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
0020FC,renamed,2023-07-11T15:51:12.000Z,MATROX,Matrox Central Services Inc,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
0023C7,renamed,2023-07-11T15:51:12.000Z,AVSystem,AVSystem sp. z o. o.,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
0023D5,renamed,2023-07-11T15:51:12.000Z,WAREMA electronic GmbH,WAREMA Renkhoff SE,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
0024BF,renamed,2023-07-11T15:51:12.000Z,CIAT,Carrier Culoz SA,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
002722,renamed,2023-07-11T15:51:12.000Z,Ubiquiti Networks Inc.,Ubiquiti Inc,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
00302B,renamed,2023-07-11T15:51:12.000Z,"INALP NETWORKS, INC.",Inalp Solutions AG,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
003052,renamed,2023-07-11T15:51:12.000Z,ELASTIC NETWORKS,DZS Inc.,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
00409E,recased,2023-07-11T15:51:12.000Z,CONCURRENT TECHNOLOGIES  LTD.,Concurrent Technologies Ltd.,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
0050CA,renamed,2023-07-11T15:51:12.000Z,NET TO NET TECHNOLOGIES,DZS Inc.,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
0080B8,renamed,2023-07-11T15:51:12.000Z,"DMG MORI B.U.G. CO., LTD.","DMG MORI Digital Co., LTD",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
00A01B,renamed,2023-07-11T15:51:12.000Z,"PREMISYS COMMUNICATIONS, INC.",DZS Inc.,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
00A0D5,renamed,2023-07-11T15:51:12.000Z,Sierra Wireless,"Sierra Wireless, ULC",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
00C03A,renamed,2023-07-11T15:51:12.000Z,MEN-MIKRO ELEKTRONIK GMBH,duagon Germany GmbH,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
00CB7A,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
00D07C,renamed,2023-07-11T15:51:12.000Z,"KOYO ELECTRONICS INC. CO.,LTD.",JTEKT ELECTRONICS CORPORATION,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
00E01C,recased,2023-07-11T15:51:12.000Z,"Cradlepoint, Inc","CradlePoint, Inc",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
00E0DF,renamed,2023-07-11T15:51:12.000Z,DZS GmbH,DZS Inc.,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
0418D6,renamed,2023-07-11T15:51:12.000Z,Ubiquiti Networks Inc.,Ubiquiti Inc,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
043855,renamed,2023-07-11T15:51:12.000Z,SCOPUS INTERNATIONAL-BELGIUM,Scopus International Pvt. Ltd.,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
047F0E,renamed,2023-07-11T15:51:12.000Z,Barrot Technology Limited,"Barrot Technology Co.,LTD",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
049F15,renamed,2023-07-11T15:51:12.000Z,Private,Humane,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
04CE09,recased,2023-07-11T15:51:12.000Z,"Shenzhen Skyworth  Digital  Technology  CO., Ltd","Shenzhen Skyworth Digital  Technology  CO., Ltd",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
04FA3F,recased,2023-07-11T15:51:12.000Z,Opticore Inc.,OptiCore Inc.,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
087E64,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
08952A,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
08A7C0,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
08FF24,recased,2023-07-11T15:51:12.000Z,"Shenzhen Skyworth  Digital  Technology  CO., Ltd","Shenzhen Skyworth Digital  Technology  CO., Ltd",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
0C0227,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
1033BF,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
1055E4,recased,2023-07-11T15:51:12.000Z,"Shenzhen Skyworth  Digital  Technology  CO., Ltd","Shenzhen Skyworth Digital  Technology  CO., Ltd",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
1062D0,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
10C25A,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
14987D,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
14B7F8,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
1834AF,renamed,2023-07-11T15:51:12.000Z,"Kaonmedia CO., LTD.","Kaon Group Co., Ltd.",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
18AA1E,recased,2023-07-11T15:51:12.000Z,"Shenzhen Skyworth  Digital  Technology  CO., Ltd","Shenzhen Skyworth Digital  Technology  CO., Ltd",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
18E829,renamed,2023-07-11T15:51:12.000Z,Ubiquiti Networks Inc.,Ubiquiti Inc,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
1C880C,recased,2023-07-11T15:51:12.000Z,"Shenzhen Skyworth  Digital  Technology  CO., Ltd","Shenzhen Skyworth Digital  Technology  CO., Ltd",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
1C9D72,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
1C9ECC,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
1CC316,renamed,2023-07-11T15:51:12.000Z,"MileSight Technology Co., Ltd.","Xiamen Milesight IoT Co., Ltd.",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
205F3D,renamed,2023-07-11T15:51:12.000Z,Cambridge Communication Systems Ltd,Adtran Inc,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
20898A,recased,2023-07-11T15:51:12.000Z,"Shenzhen Skyworth  Digital  Technology  CO., Ltd","Shenzhen Skyworth Digital  Technology  CO., Ltd",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
245A4C,renamed,2023-07-11T15:51:12.000Z,Ubiquiti Networks Inc.,Ubiquiti Inc,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
249AC8,recased,2023-07-11T15:51:12.000Z,"Shenzhen Skyworth  Digital  Technology  CO., Ltd","Shenzhen Skyworth Digital  Technology  CO., Ltd",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
24A42C,renamed,2023-07-11T15:51:12.000Z,KOUKAAM a.s.,NETIO products a.s.,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
24A43C,renamed,2023-07-11T15:51:12.000Z,Ubiquiti Networks Inc.,Ubiquiti Inc,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
24BF74,renamed,2023-07-11T15:51:12.000Z,Private,Hamamatsu Photonics K.K.,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
28A331,renamed,2023-07-11T15:51:12.000Z,Sierra Wireless,"Sierra Wireless, ULC",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
28BE9B,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
28C01B,recased,2023-07-11T15:51:12.000Z,"Shenzhen Skyworth  Digital  Technology  CO., Ltd","Shenzhen Skyworth Digital  Technology  CO., Ltd",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
28D0CB,renamed,2023-07-11T15:51:12.000Z,Cambridge Communication Systems Ltd,Adtran Inc,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
28E297,recased,2023-07-11T15:51:12.000Z,"Shanghai InfoTM Microelectronics Co.,Ltd.","Shanghai InfoTM Microelectronics Co.,Ltd",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
304449,renamed,2023-07-11T15:51:12.000Z,PLATH GmbH,PLATH Signal Products GmbH & Co. KG,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
304F75,renamed,2023-07-11T15:51:12.000Z,DASAN Network Solutions,DZS Inc.,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
30B216,renamed,2023-07-11T15:51:12.000Z,Hitachi Energy,Hitachi Energy Germany AG,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
30DF17,recased,2023-07-11T15:51:12.000Z,"ALPSALPINE CO .,LTD","ALPSALPINE CO,.LTD",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
348511,recased,2023-07-11T15:51:12.000Z,"Shenzhen Skyworth  Digital  Technology  CO., Ltd","Shenzhen Skyworth Digital  Technology  CO., Ltd",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
34873D,recased,2023-07-11T15:51:12.000Z,"Quectel Wireless Solutions Co., Ltd.","Quectel Wireless Solutions Co.,Ltd.",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
34AA31,recased,2023-07-11T15:51:12.000Z,"Shenzhen Skyworth  Digital  Technology  CO., Ltd","Shenzhen Skyworth Digital  Technology  CO., Ltd",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
3817E1,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
383FB3,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
3868A4,recased,2023-07-11T15:51:12.000Z,"Samsung Electronics Co.,LTD","Samsung Electronics Co.,Ltd",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
38A851,renamed,2023-07-11T15:51:12.000Z,"Moog, Ing","Quickset Defense Technologies, LLC",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
3C0CDB,renamed,2023-07-11T15:51:12.000Z,"UNIONMAN TECHNOLOGY CO.,LTD","UNION MAN TECHNOLOGY CO.,LTD",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
3C82C0,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
3C9A77,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
3CB74B,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
40679B,recased,2023-07-11T15:51:12.000Z,"Shenzhen Skyworth  Digital  Technology  CO., Ltd","Shenzhen Skyworth Digital  Technology  CO., Ltd",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
4075C3,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
40F21C,renamed,2023-07-11T15:51:12.000Z,DASAN Zhone Solutions,DZS Inc.,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
40F4FD,renamed,2023-07-11T15:51:12.000Z,"UNIONMAN TECHNOLOGY CO.,LTD","UNION MAN TECHNOLOGY CO.,LTD",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
441C12,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
4432C8,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
44D9E7,renamed,2023-07-11T15:51:12.000Z,Ubiquiti Networks Inc.,Ubiquiti Inc,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
44EB2E,recased,2023-07-11T15:51:12.000Z,"ALPSALPINE CO .,LTD","ALPSALPINE CO,.LTD",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
44F034,renamed,2023-07-11T15:51:12.000Z,"Kaonmedia CO., LTD.","Kaon Group Co., Ltd.",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
480033,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
481B40,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
4829E4,renamed,2023-07-11T15:51:12.000Z,"ZAO ""NPK Rotek""",AO,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
484BD4,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
48555E,recased,2023-07-11T15:51:12.000Z,"Shenzhen Skyworth  Digital  Technology  CO., Ltd","Shenzhen Skyworth Digital  Technology  CO., Ltd",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
48CAC6,renamed,2023-07-11T15:51:12.000Z,"UNIONMAN TECHNOLOGY CO.,LTD","UNION MAN TECHNOLOGY CO.,LTD",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
48F7C0,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
500959,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
505A65,renamed,2023-07-11T15:51:12.000Z,"AzureWave Technologies, Inc.",AzureWave Technology Inc.,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
50804A,recased,2023-07-11T15:51:12.000Z,"Quectel Wireless Solutions Co., Ltd.","Quectel Wireless Solutions Co.,Ltd.",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
546503,recased,2023-07-11T15:51:12.000Z,"Quectel Wireless Solutions Co., Ltd.","Quectel Wireless Solutions Co.,Ltd.",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
54725E,renamed,2023-07-11T15:51:12.000Z,"UNIONMAN TECHNOLOGY CO.,LTD","UNION MAN TECHNOLOGY CO.,LTD",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
54A65C,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
58238C,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
589630,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
58C935,renamed,2023-07-11T15:51:12.000Z,"Chiun Mai Communication Systems, Inc","Chiun Mai Communication System, Inc",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
58D391,recased,2023-07-11T15:51:12.000Z,"Quectel Wireless Solutions Co., Ltd.","Quectel Wireless Solutions Co.,Ltd.",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
5C7695,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
5C7D7D,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
602232,renamed,2023-07-11T15:51:12.000Z,Ubiquiti Networks Inc.,Ubiquiti Inc,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
603D26,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
605699,renamed,2023-07-11T15:51:12.000Z,Private,MAGNETI MARELLI   S.E. S.p.A.,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
6405E4,recased,2023-07-11T15:51:12.000Z,"ALPSALPINE CO .,LTD","ALPSALPINE CO,.LTD",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
641236,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
649A08,recased,2023-07-11T15:51:12.000Z,"Shenzhen SuperElectron Technology Co.,LTD","Shenzhen SuperElectron Technology Co.,Ltd.",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
64B379,renamed,2023-07-11T15:51:12.000Z,Private,"Jiangsu Viscore Technologies Co.,Ltd",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
64CE6E,renamed,2023-07-11T15:51:12.000Z,Sierra Wireless,"Sierra Wireless, ULC",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
64E0AB,renamed,2023-07-11T15:51:12.000Z,"UNIONMAN TECHNOLOGY CO.,LTD","UNION MAN TECHNOLOGY CO.,LTD",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
681AA4,recased,2023-07-11T15:51:12.000Z,"Shenzhen Skyworth  Digital  Technology  CO., Ltd","Shenzhen Skyworth Digital  Technology  CO., Ltd",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
687251,renamed,2023-07-11T15:51:12.000Z,Ubiquiti Networks Inc.,Ubiquiti Inc,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
68D79A,renamed,2023-07-11T15:51:12.000Z,Ubiquiti Networks Inc.,Ubiquiti Inc,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
6C2408,recased,2023-07-11T15:51:12.000Z,"LCFC(Hefei) Electronics Technology Co., Ltd","LCFC(HeFei) Electronics Technology co., ltd",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
6C55E8,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
