oui_prefix,change_type,observed_at,previous_org,current_org,source_url,source_archive_url
A811FC,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
A8705D,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
A8741D,renamed,2024-11-20T10:58:46.000Z,PHOENIX CONTACT Electronics GmbH,Phoenix Contact GmbH & Co. KG,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
A897CD,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
A89FEC,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
A8F5DD,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
ACB313,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
ACDB48,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
ACEC80,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
ACF8CC,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
B05DD4,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
B077AC,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
B083D6,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
B0935B,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
B0DAF9,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
B4F2E8,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
B81619,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
BC2E48,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
BC5BD5,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
BC644B,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
BCCAB5,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
C005C2,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
C089AB,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
C09435,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
C0A00D,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
C0C522,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
C83FB4,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
C85261,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
C863FC,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
C87023,renamed,2024-11-20T10:58:46.000Z,Altice Labs S.A.,Altice Labs,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
C8AA21,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
CC3E79,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
CC65AD,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
CC75E2,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
CC7D37,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
CCA462,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
CCCCEA,renamed,2024-11-20T10:58:46.000Z,PHOENIX CONTACT Electronics GmbH,Phoenix Contact GmbH & Co. KG,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
D039B3,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
D0E54D,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
D404CD,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
D40598,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
D40AA9,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
D42C0F,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
D43FCB,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
D46C6D,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
D4AB82,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
D4B27A,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
D823E0,renamed,2024-11-20T10:58:46.000Z,SPEEDTECH CORP.,SPEEDTECH CORP. JIO,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
D82522,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
DC4517,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
DCA633,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
E02202,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
E0B70A,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
E0B7B1,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
E45740,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
E46449,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
E48399,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
E49F1E,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
E4F75B,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
E83381,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
E83EFC,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
E86D52,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
E8825B,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
E8892C,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
E8ED05,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
E8F928,renamed,2024-11-20T10:58:46.000Z,RFTECH SRL,ENGINKO SRL,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
EC7097,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
ECA940,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
F0AF85,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
F0FCC8,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
F40E83,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
F80BBE,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
F82DC0,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
F863D9,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
F8790A,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
F87B7A,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
F88B37,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
F8A097,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
F8EDA5,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
F8F532,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
FC51A4,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
FC6FB7,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
FC8E7E,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
FCAE34,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
00006C,renamed,2025-02-27T19:27:21.000Z,Private,Schneider Electric,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20250227192721id_/https://standards-oui.ieee.org/oui/oui.csv
0001CC,renamed,2025-02-27T19:27:21.000Z,"Japan Total Design Communication Co., Ltd.",Brand Maker Enabler Inc.,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20250227192721id_/https://standards-oui.ieee.org/oui/oui.csv
000346,renamed,2025-02-27T19:27:21.000Z,"Hitachi Kokusai Electric, Inc.",KOKUSAI DENKI Electric Inc.,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20250227192721id_/https://standards-oui.ieee.org/oui/oui.csv
00047E,renamed,2025-02-27T19:27:21.000Z,Siqura B.V.,TKH Security B.V.,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20250227192721id_/https://standards-oui.ieee.org/oui/oui.csv
000A00,renamed,2025-02-27T19:27:21.000Z,Mediatek Corp.,MediaTek Inc,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20250227192721id_/https://standards-oui.ieee.org/oui/oui.csv
000C43,renamed,2025-02-27T19:27:21.000Z,"Ralink Technology, Corp.",MediaTek Inc,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20250227192721id_/https://standards-oui.ieee.org/oui/oui.csv
000CE7,recased,2025-02-27T19:27:21.000Z,MediaTek Inc.,MediaTek Inc,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20250227192721id_/https://standards-oui.ieee.org/oui/oui.csv
000FEC,renamed,2025-02-27T19:27:21.000Z,ARKUS Inc.,GopherTec Inc.,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20250227192721id_/https://standards-oui.ieee.org/oui/oui.csv
0017A5,renamed,2025-02-27T19:27:21.000Z,Ralink Technology Corp,MediaTek Inc,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20250227192721id_/https://standards-oui.ieee.org/oui/oui.csv
001A01,renamed,2025-02-27T19:27:21.000Z,Smiths Medical,"ICU Medical, Inc.",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20250227192721id_/https://standards-oui.ieee.org/oui/oui.csv
001C2B,renamed,2025-02-27T19:27:21.000Z,Alertme.com Limited,Hive,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20250227192721id_/https://standards-oui.ieee.org/oui/oui.csv
00210E,renamed,2025-02-27T19:27:21.000Z,Orpak Systems L.T.D.,Gilbarco Inc.,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20250227192721id_/https://standards-oui.ieee.org/oui/oui.csv
